epoch,split,d_real_loss,d_fake_loss,d_loss,vqvae_loss,rec_loss,commitment_loss,codebook_loss,adversarial_loss,lpips_loss
0,train,0.0,0.0,0.0,0.2873327069660593,0.12130501274255097,0.005012383615371015,0.005012383615371015,0.0,0.16001283386969764
0,val,0.0,0.0,0.0,0.20521556580508188,0.07954790647383086,0.005584026335014235,0.005584026335014235,0.0,0.11896682729323706
1,train,0.0,0.0,0.0,0.18028855168087338,0.07031631216707308,0.005895708006397775,0.005895708006397775,0.0,0.1028973899788533
1,val,0.0,0.0,0.0,0.15684743733317769,0.06190230625647085,0.006102571926183171,0.006102571926183171,0.0,0.08762204420787313
2,train,0.0,0.0,0.0,0.1506137605739449,0.05987573719278703,0.006254273583714727,0.006254273583714727,0.0,0.08323289519542955
2,val,0.0,0.0,0.0,0.13908799511414988,0.055957087543275615,0.006296951872193153,0.006296951872193153,0.0,0.0755745662583245
3,train,0.0,0.0,0.0,0.13332173862007116,0.0532407940738415,0.006514782019003918,0.006514782019003918,0.0,0.07226320589686835
3,val,0.0,0.0,0.0,0.12472507374154193,0.04963099308035992,0.0068293589305270614,0.0068293589305270614,0.0,0.06689885015840887
4,train,0.0,0.0,0.0,0.11857236156924718,0.047426928794241895,0.006846726417462954,0.006846726417462954,0.0,0.06292936128694776
4,val,0.0,0.0,0.0,0.11332426413341808,0.045179378517248,0.006974130127303032,0.006974130127303032,0.0,0.0597759298428341
5,train,0.6841098519908638,0.6848095604133259,0.684459705492516,0.1803850988446847,0.04391467587307007,0.007051811590671238,0.007051811590671238,0.3549928357030797,0.057009680270056
5,val,0.7169420304121801,0.6563821841169285,0.6866621074853119,0.26152344158402185,0.04769295476101063,0.007092052867153178,0.007092052867153178,0.7376308291046708,0.057793855308382595
6,train,0.6810051262870387,0.6810341501978967,0.6810196384063675,0.2553500162555358,0.04630091942088739,0.007323928011323493,0.007323928011323493,0.7174772633859371,0.056764927816489306
6,val,0.6902598526742728,0.6883746937469202,0.6893172780672705,0.25365787402347284,0.04652492094922948,0.007352516013715004,0.007352516013715004,0.702567766772376,0.057796378074972704
7,train,0.6827466423963865,0.6826973239507952,0.6827219833921239,0.2509109082842613,0.04473960529722605,0.00745877440494685,0.00745877440494685,0.7181095183715157,0.05359886656664691
