epoch,split,d_real_loss,d_fake_loss,d_loss,vqvae_loss,rec_loss,commitment_loss,codebook_loss,adversarial_loss,lpips_loss
7,val,0.7059496795689619,0.6722324353677254,0.6890910550400068,0.24835974408520592,0.043289301323669926,0.007462598345483892,0.007462598345483892,0.7206618229548138,0.05198295742825228
8,train,0.6828122082158696,0.6824676763781932,0.6826399431984757,0.24695358240309384,0.043177961599761276,0.007518093938248676,0.007518093938248676,0.7202790217264113,0.050698100591776644
8,val,0.729666323573501,0.6521860158001932,0.6909261654924467,0.2548811674118041,0.04197784601538268,0.00744857756007049,0.00744857756007049,0.7527720495506567,0.05341061475100341
9,train,0.6832587183013508,0.6832246295254123,0.6832416737767997,0.24350716267890812,0.04213300821611244,0.007549391398300248,0.007549391398300248,0.7202727001375495,0.048260342312667785
9,val,0.7155183438901545,0.6695749852392406,0.6925466669930349,0.24504415017587158,0.04216994190657578,0.00764978395223066,0.00764978395223066,0.7272470929004525,0.04824504603942237
10,train,0.684440717196704,0.6840450351222952,0.6842428767604632,0.24033393223934696,0.04109566815122356,0.007588988327951366,0.007588988327951366,0.7191145193347349,0.04630857194226671
10,val,0.6558947293846694,0.7190229075926323,0.6874588202547144,0.23539851396172126,0.04251621059245533,0.007452983574734795,0.007452983574734795,0.6751375834147137,0.048911203885519956
11,train,0.684669735451338,0.6843313329488604,0.6845005350195961,0.23758978058612182,0.04013908035732209,0.007616843559585454,0.007616843559585454,0.7192658930060839,0.04445730666028149
11,val,0.7082064165009392,0.6675616198115879,0.6878840181562635,0.24155107239882143,0.04054217553801009,0.007475209819083968,0.007475209819083968,0.7273520390192668,0.04656823379573998
12,train,0.6844722923065514,0.6842662236976791,0.6843692570733543,0.23506435575723433,0.039263661617906606,0.00761246376890284,0.00761246376890284,0.7194837193003926,0.042768990673896515
12,val,0.7126323015601544,0.6645027973033762,0.688567548327976,0.23690052694744526,0.03774985486158618,0.0076039553964855474,0.0076039553964855474,0.7297792968926604,0.044070064000509404
13,train,0.6846945799347672,0.6844356423337762,0.684565110505994,0.23302756830380664,0.038593558871164196,0.007640007960991663,0.007640007960991663,0.7192705057281407,0.04141189588539424
13,val,0.6981062054634091,0.6779729896121558,0.6880396008491516,0.23350244330035302,0.03724487542554184,0.00754723018380227,0.00754723018380227,0.7151585830582512,0.04416917181677289
14,train,0.6846779737310824,0.6843735611187445,0.6845257681624585,0.2309140547987081,0.03784647972538974,0.007643871834820888,0.007643871834820888,0.7193649346188155,0.040021938948758065
14,val,0.6992305865994208,0.6774837489481325,0.6883571708643876,0.23033086491955654,0.03489909343145513,0.007680552673560598,0.007680552673560598,0.717500158150991,0.04271507431511527
15,train,0.6844766158013026,0.6840814988510412,0.6842790572169062,0.22927082523252845,0.037224782408854525,0.0076729420702272766,0.0076729420702272766,0.7197818662681023,0.03888213611442661
15,val,0.6934841659333972,0.6852473590109086,0.689365761809879,0.23305010287849995,0.0376716319885519,0.007810475877313704,0.007810475877313704,0.7095541199048361,0.04409507364034652
16,train,0.6846081641264505,0.6843288273138253,0.6844684964576849,0.2277482757319232,0.03673679081639438,0.007677539725942443,0.007677539725942443,0.7198920791898707,0.03782001825426827
16,val,0.6999025115260373,0.6776168867393775,0.688759700015739,0.23180268175072138,0.03767793046103583,0.007732459016282251,0.007732459016282251,0.717126159314756,0.041420566042264316
17,train,0.6844455221177879,0.6842378157743287,0.6843416685363105,0.22623129033310277,0.03612457945990684,0.007667218410946929,0.007667218410946929,0.7203216440190323,0.03684171699806984
17,val,0.6968489359926291,0.6753860301441613,0.6861174852759746,0.22923593311398105,0.03579015775963112,0.007560253043279601,0.007560253043279601,0.7192534115579394,0.04052278595390143
18,train,0.6844106928456495,0.6842356021528831,0.6843231472261011,0.2250954005064822,0.03571937456692885,0.007666717737564834,0.007666717737564834,0.7203546389322786,0.03610503410973427
18,val,0.6946759400544342,0.6784400052494474,0.6865579728726983,0.22943470235224112,0.03695943664621425,0.007501146856143518,0.007501146856143518,0.7180949758600309,0.03985489060481389
19,train,0.6843983991554745,0.6840763567348459,0.6842373779451586,0.22379201653351166,0.035309730690078506,0.007675611478892032,0.007675611478892032,0.7205597404271054,0.035159601048864335
19,val,0.70148355740088,0.673461248256542,0.6874724008418895,0.23105959826045572,0.036417447278896994,0.007582247060620118,0.007582247060620118,0.7221605155203079,0.04111135016988823
20,train,0.6841237960770851,0.6840251827873735,0.6840744895414962,0.22273440066277714,0.0348413859696344,0.007684561847363393,0.007684561847363393,0.7208813158445236,0.03449527414790486
20,val,0.6832469547236407,0.6888575236002608,0.6860522398242245,0.2263927391281834,0.03506496554171599,0.00792734407716327,0.00792734407716327,0.7046352046507374,0.040887917302272925
21,train,0.6837367909857164,0.6835639206888919,0.683650356219735,0.2219447540810738,0.0345262575426799,0.007699121183294919,0.007699121183294919,0.7217268979298098,0.03383416863453709
21,val,0.7215121790214822,0.6539305505929168,0.6877213676770532,0.2299067577830068,0.03324017230835226,0.007825794629752632,0.007825794629752632,0.746030240588718,0.03806958090927867
22,train,0.6834957868434436,0.68327428899043,0.6833850379715692,0.22098350837676486,0.03411384351298861,0.007672247960463532,0.007672247960463532,0.7223640568861714,0.03319015302528874
22,val,0.7201791666172165,0.6554819769329495,0.6878305739826627,0.23051462747432572,0.034809761149463825,0.007743071402526562,0.007743071402526562,0.7448360028090301,0.03744597730261308
23,train,0.6831745624979303,0.6830777203020538,0.6831261413999931,0.22011385938642647,0.033758735145919365,0.007697301360204012,0.007697301360204012,0.7230363221041767,0.03251109509041665
23,val,0.6819741562560753,0.69105603562461,0.6865150946157951,0.22198440598116978,0.03487415422719938,0.007768593966546986,0.007768593966546986,0.7053253504965039,0.036722866335400846
24,train,0.6829768407246491,0.682728248490422,0.6828525444436364,0.21953917818534943,0.03351072823640729,0.007712870582726495,0.007712870582726495,0.7235684641231429,0.032059309377542415
24,val,0.7118722522700278,0.6662969589233401,0.6890846053759259,0.22562670310338326,0.032112421523089754,0.007709283029867541,0.007709283029867541,0.7314983941890574,0.03796346104807326
25,train,0.6825552000352603,0.6824744815787074,0.6825148402060208,0.2188438271350757,0.03314911211669227,0.007712968641774277,0.007712968641774277,0.7244006359828487,0.03155902278542138
25,val,0.6776335623529223,0.6951956771038196,0.6864146201698869,0.21852626932991875,0.0332352176170658,0.007544683540860813,0.007544683540860813,0.7008802307976617,0.036061382666230185
26,train,0.682463927295206,0.6824006932137979,0.6824323106096146,0.21816308118956115,0.03290237680480475,0.0077053168848307185,0.0077053168848307185,0.7248527316408998,0.031043775024543002
26,val,0.6777935023661013,0.6968560042204677,0.6873247508649472,0.21858618601604746,0.033466406953003666,0.007694387025441281,0.007694387025441281,0.700343265356841,0.03581785860436936
27,train,0.682103666004842,0.6819284111397953,0.6820160387089006,0.21751136482308245,0.0326212660881574,0.007697078997762679,0.007697078997762679,0.725636556922133,0.03052628941758852
27,val,0.7172322039250977,0.6644945992363824,0.6908634031260453,0.23010228761920218,0.03632306506236394,0.00763192000902362,0.00763192000902362,0.7389972073060493,0.03682147430049048
28,train,0.6820129165946619,0.6818995188945587,0.6819562171709633,0.21703183757504893,0.03239697356914071,0.007710093397589093,0.007710093397589093,0.7262839853599674,0.030125952060278967
28,val,0.6826647586292689,0.6955371198830778,0.6891009379316257,0.22064366417902484,0.033919988710571225,0.007881640260004336,0.007881640260004336,0.703404486620867,0.03658480714592668
29,train,0.6815785040121135,0.6815591519519246,0.6815688280639681,0.21644764431128263,0.032154336064630515,0.0077008655445017,0.0077008655445017,0.726753122373855,0.02970164229941413
29,val,0.6960046194217824,0.6805508799023096,0.6882777487790142,0.21931976444191403,0.032099467281390126,0.00778402118702178,0.00778402118702178,0.7187174925097713,0.0341359709561975
30,train,0.6813639658618473,0.6813029556182634,0.6813334610132205,0.21590736259789167,0.03189897803567511,0.00770250895495102,0.00770250895495102,0.7274974046990371,0.02926589001915965
30,val,0.6847741427244964,0.6911821643511452,0.6879781542000947,0.22110649799859078,0.03353982126271282,0.007743049471604602,0.007743049471604602,0.710701748176857,0.0361346636519388
31,train,0.6811506045072256,0.6810345703805947,0.6810925882087724,0.2156129428053206,0.03170765653477963,0.007701163697479009,0.007701163697479009,0.7282867112583679,0.0290065451817951
31,val,0.7016396222291168,0.6719281483579567,0.686783884631263,0.22052124727655342,0.03138025201581142,0.007659166820209337,0.007659166820209337,0.7275671093552198,0.03443657140488977
32,train,0.6810269204440419,0.6809299085033159,0.6809784142278292,0.21518213022585636,0.031530544004726574,0.007700101786150531,0.007700101786150531,0.7290603390098376,0.028599393259525648
32,val,0.6967411800667092,0.6777492019865251,0.6872451910266169,0.2204197988465981,0.032505343302532456,0.007737100759038224,0.007737100759038224,0.7225464229230529,0.03412064727809694
33,train,0.6807500265477232,0.6806968787632101,0.6807234530378978,0.2148553657078283,0.03136310108197214,0.007708353438610112,0.007708353438610112,0.7295582450168266,0.02833058861426594
33,val,0.688956965340508,0.6869993540975781,0.6879781630304121,0.2194417825451603,0.03267343407151874,0.00788403505597402,0.00788403505597402,0.7147638254695469,0.03435473802189032
34,train,0.6805637330772889,0.6804824769223763,0.6805231046174007,0.21437107668515198,0.031139164324764476,0.007695413483554323,0.007695413483554323,0.7303395636796294,0.0279295005921811
34,val,0.7311242271352699,0.6467059241400828,0.68891507740374,0.22807558664569139,0.03228638387388653,0.0078340578686308,0.0078340578686308,0.7622271136001302,0.033942907275976965
35,train,0.680374102730143,0.6803561427744018,0.6803651229708045,0.21401474222636452,0.031008756954280955,0.0076972786153604415,0.0076972786153604415,0.7307861835775187,0.02761201134530312
35,val,0.7022938114625437,0.6754857946325229,0.6888898015022281,0.219640138414171,0.03171873375497483,0.007808770774001327,0.007808770774001327,0.7245757933016178,0.03363571889974452
36,train,0.6800799828183196,0.6801587065680114,0.6801193457585097,0.21368048414519675,0.030783215068164605,0.0077026062790137104,0.0077026062790137104,0.7316272997397223,0.027328678899325998
36,val,0.6997576038042705,0.6771284363887927,0.6884430200965312,0.2192641231748792,0.03158376118927091,0.007783612971090609,0.007783612971090609,0.7264256993929544,0.033054884440369074
37,train,0.6799802780697692,0.679986252301774,0.6799832654589363,0.21325938549749798,0.030661396649824032,0.00769431060811762,0.00769431060811762,0.732139249059938,0.02693696375543591
37,val,0.7182084463260792,0.6577731264962092,0.6879907868526601,0.22516697987362191,0.0332324100451337,0.007810179754677741,0.007810179754677741,0.7488644480705264,0.032789461149109723
38,train,0.679662055536545,0.6797334196150149,0.6796977373572474,0.21309904332121604,0.030525929479766706,0.007702035573759326,0.007702035573759326,0.7327847183570189,0.0267737244249865
38,val,0.7018627855512832,0.6742916773866726,0.6880772334558001,0.22055184532094885,0.03191795267716603,0.007592415061123949,0.007592415061123949,0.73031720717748,0.0334595508183594
39,train,0.6795316706219472,0.6796038555071835,0.6795677637747939,0.2127992935021133,0.030389600343776895,0.007702445380447726,0.007702445380447726,0.7334562084414769,0.026475514514895885
39,val,0.7087692132702578,0.6676410599991126,0.6882051361931696,0.22072450507570188,0.03153835700617895,0.007832512197395166,0.007832512197395166,0.7358952394238226,0.032608082890510565
40,train,0.6792627754941327,0.6794400179637454,0.6793513970567372,0.21244080971130846,0.03016919630735868,0.007697821214050742,0.007697821214050742,0.7340301188933096,0.02622820120253605
40,val,0.6908807167300471,0.6845565336721914,0.6877186232142981,0.21697785832263808,0.031409175500825594,0.007727974039260987,0.007727974039260987,0.7195150203175013,0.032392108095464896
41,train,0.6792388977969483,0.6793518830722457,0.6792953918550558,0.21219041804235875,0.030117041027595083,0.007686747873575865,0.007686747873575865,0.7345878918382895,0.025931698407578356
41,val,0.6894497959702104,0.6898256827283787,0.6896377378039888,0.21740486743273543,0.031625840426595116,0.007668390252661923,0.007668390252661923,0.715127490626441,0.033551458103789226
42,train,0.6790653013177798,0.6791546285207072,0.6791099645914447,0.21192006656164217,0.029981588179930165,0.007692573823830355,0.007692573823830355,0.7350287740652323,0.025701632067615787
42,val,0.702542329717566,0.6797040965822008,0.6911232113838195,0.21798438175960833,0.03003956743136598,0.007782607494542994,0.007782607494542994,0.7252690266679833,0.03355187740590838
43,train,0.6790028227566572,0.6792520900913378,0.679127456123516,0.2117594073088648,0.029853368647512653,0.007697693983094607,0.007697693983094607,0.7354845966798905,0.02557188363303624
43,val,0.6872432161260532,0.6911699833693332,0.6892065988646612,0.21763442997579222,0.031672123129721036,0.0077153056273581815,0.0077153056273581815,0.7160922487576804,0.033485487489788614
44,train,0.6787191293416616,0.6788828067010323,0.6788009681579296,0.2114874324757065,0.02970949018683106,0.007685303103305071,0.007685303103305071,0.7362745583986163,0.025300663727737704
44,val,0.6882665691552344,0.6888615837803598,0.6885640753640064,0.21533200486942572,0.02982082131008307,0.007661101615263356,0.007661101615263356,0.7166307886441547,0.03299170124034089
45,train,0.6787140024134463,0.6789787110661716,0.678846356466645,0.2112065972700563,0.02961816691804598,0.007682735531477351,0.007682735531477351,0.73656402002443,0.02505634086570204
45,val,0.7193611502647398,0.663839043069769,0.6916000962257386,0.222417637153908,0.03122492951375467,0.007805277997006974,0.007805277997006974,0.7453690184487239,0.03275256632930704
46,train,0.6787087475892926,0.6789480178428297,0.678828383289708,0.21103481582334385,0.029481231508986485,0.007689380982001242,0.007689380982001242,0.7370838291266989,0.024909558433673998
46,val,0.6868161126419351,0.693803548812866,0.6903098313896746,0.21483809440224275,0.030703310613278984,0.007682003249862676,0.007682003249862676,0.7142604876447609,0.03206427963795486
47,train,0.6785335387252661,0.6787609501129753,0.6786472460307944,0.2108232665373359,0.029419776692467474,0.007694032944663744,0.007694032944663744,0.7374596483220097,0.024678718035752122
47,val,0.6959476122149716,0.6828527282785484,0.6894001709090338,0.2170279637530997,0.030730386133547172,0.007772645882020393,0.007772645882020393,0.7259818620151945,0.031774027135085196
48,train,0.6784445826445666,0.678691505074611,0.6785680442966536,0.2106525643116612,0.029286190607917106,0.007690615272516508,0.007690615272516508,0.7378526930411288,0.024567093846996783
48,val,0.6893359197510609,0.6894142058160568,0.6893750632250749,0.21444473862647995,0.03048471779459052,0.007707314262235605,0.007707314262235605,0.7171514594996418,0.03128094812510189
49,train,0.6783951045066033,0.6786996680700277,0.6785473863975816,0.21026980784046437,0.029173335642660506,0.00767577700035205,0.00767577700035205,0.7381566730144359,0.024254202881979926
49,val,0.6886239241670679,0.694863507924257,0.6917437191362732,0.21319244636429677,0.029707873529858046,0.007763200622327902,0.007763200622327902,0.7136971266181388,0.031429304858600654
