epoch,g_loss,d_loss,d_real,d_fake
0,3.020483943384141,0.45873828807537315,0.46603544756670495,0.4514411285840411
1,3.0006368035020543,0.42650128676436455,0.4304878885381383,0.42251468499059025
2,2.977558205016209,0.40297193897151007,0.406101881484235,0.39984199645878593
3,2.8636123467659873,0.40568770448322494,0.4082498433373988,0.4031255656290511
4,2.7546738429519118,0.41149065696095793,0.4137578578506829,0.40922345607123195
5,2.6426612409115195,0.410465678984179,0.4129504421594499,0.40798091580890783
6,2.6006233081299004,0.40688843863622837,0.4086883633156216,0.4050885139568345
7,2.564379015894582,0.401464947712979,0.40388619789124947,0.39904369753470836
8,2.5564810126555244,0.39715952436704544,0.3988160389214865,0.39550300981260345
9,2.5580804889610955,0.3941814522988379,0.39557326729419784,0.3927896373034763
10,2.5460055482414146,0.3915475783033015,0.3928386748235312,0.3902564817830734
11,2.5539862927721493,0.38910679232658146,0.39010007264619406,0.38811351200697153
12,2.541559284540485,0.3863312643638085,0.38791233938361586,0.3847501893439999
13,2.542760320699202,0.3844913685529778,0.385885676633188,0.3830970604727688
14,2.5541518400931453,0.3827059163083478,0.3830761897979888,0.3823356428187072
15,2.539631129019157,0.37950376703859473,0.38068953213996176,0.37831800193722875
16,2.5380863499535242,0.3765230653966543,0.37740852681016984,0.3756376039831393
17,2.5395402802567895,0.3752953051392382,0.3767176606563086,0.37387294962216844
18,2.5437094697088485,0.37321636219022847,0.37386375105903147,0.3725689733214264
19,2.5343206052259744,0.37319313854797714,0.37401276191872146,0.3723735151772336
20,2.5349332845998642,0.36965930865664076,0.36995337988680704,0.3693652374264746
21,2.5304983920226225,0.3692710939587355,0.3707025344936422,0.3678396534238286
22,2.532079750197681,0.3676593428243948,0.36834489272626636,0.36697379292252347
23,2.5296577801948654,0.36737025768648884,0.367849853628197,0.3668906617447806
24,2.521186694757271,0.3643980281677795,0.36513314564845756,0.3636629106871002
25,2.524184045874818,0.36310107769263417,0.36362457671427467,0.36257757867099494
26,2.5212432991245888,0.362707468796502,0.36312155592592,0.3622933816670835
27,2.5205171098068337,0.36114836942733647,0.36154776322638055,0.36074897562829195
28,2.519250527389333,0.3594096459962742,0.36010499220028935,0.3587142997922595
29,2.5240420579202296,0.36042428397211873,0.3614465050238897,0.3594020629203483
30,2.516183019303888,0.3570905551369662,0.3572158438679725,0.35696526640596093
31,2.5207621741047084,0.35913654335490347,0.3593423938919363,0.3589306928178696
32,2.5082960696510646,0.3568717907027306,0.3569706550729475,0.3567729263325136
33,2.5062499771139395,0.35640931962460315,0.35675429857564833,0.3560643406735586
34,2.5012217138374653,0.35530539757469115,0.35581161175822024,0.35479918339116223
35,2.5024987324220502,0.3541591906866145,0.3543060115955455,0.3540123697776835
36,2.4986651666799835,0.35447979643774974,0.3550848393371214,0.3538747535383784
37,2.4976073553939195,0.3544811729090074,0.3545967412817976,0.3543656045362167
38,2.4931684878019356,0.35205552837055676,0.35206008601294814,0.35205097072816627
39,2.492583719154775,0.3524685547297855,0.35287058320236603,0.3520665262572038
40,2.4879231787471334,0.3508250294965376,0.35103910176862047,0.3506109572244561
41,2.4855976946369833,0.3515871358895716,0.3523060278310189,0.350868243948123
42,2.493338986733443,0.3518852242272079,0.35236240988673334,0.3514080385676827
43,2.4764153621067506,0.34912487847900614,0.3493648365018277,0.34888492045618436
44,2.490914427180957,0.3509615002049284,0.3515140222857066,0.3504089781241496
45,2.474331155563162,0.3495179977497528,0.3498255842114339,0.3492104112880715
46,2.4786912902868807,0.34936766191465146,0.3499040154279741,0.34883130840132986
47,2.474585161398499,0.3486581107445265,0.34902065693668444,0.3482955645523697
48,2.4706880437858736,0.34755428238276104,0.34750741693649617,0.34760114782902557
49,2.476349657167749,0.3485392495248615,0.3489792525945273,0.34809924645519486
50,2.470600327962221,0.34837899196121336,0.34878149942813674,0.347976484494291
51,2.471231316759042,0.34815738834136434,0.34815474824721304,0.34816002843551636
52,2.4575178894893988,0.34589420453698533,0.3460325697615314,0.3457558393124393
53,2.4701135914327477,0.34668399737601674,0.34676705697950994,0.3466009377725226
54,2.4622749830938377,0.34665195968032414,0.34689521426701453,0.34640870509363564
55,2.4579182944212845,0.34576262386533757,0.3460428472483876,0.34548240048228607
56,2.465227184555849,0.34673436292472803,0.3468351938720978,0.34663353197735675
57,2.4560530657403614,0.3453357080861916,0.34560933198057986,0.3450620841918032
58,2.4631395650600267,0.34587479574687424,0.34612364001688306,0.3456259514768652
59,2.4508130664991827,0.34566915690146666,0.3460425716377489,0.34529574216518427
60,2.453562654825879,0.34492264366096775,0.34516242217291854,0.34468286514901675
61,2.4520996478901322,0.3443933927689825,0.3445492703647371,0.344237515173227
62,2.4495141807094525,0.34385373867611224,0.3441448313444742,0.3435626460077502
63,2.4517673232773114,0.3444770384848159,0.3444896550778547,0.34446442189177695
64,2.4517125660344803,0.344637315717554,0.34468740901862077,0.3445872224164873
65,2.4425775455207224,0.34301474095275836,0.34320402543635037,0.34282545646916746
66,2.447189251935828,0.34312945200543754,0.343170240908618,0.3430886631022584
67,2.4495945889240036,0.34432518866076317,0.3447477513095943,0.3439026260119324
68,2.4388827029740066,0.3428894199635594,0.3434103514277328,0.342368488499387
69,2.4421931815837725,0.3433379001013862,0.3434833358328872,0.3431924643698848
70,2.4464859374603196,0.3426522416212683,0.3424921550393194,0.3428123282032187
71,2.4368204626226415,0.3427811747426533,0.34294588833981005,0.34261646114549726
72,2.440235847796699,0.34235856012228916,0.34230364966410204,0.3424134705804766
73,2.442010179128838,0.34271268118463244,0.3427061726184974,0.34271918975076754
74,2.437550179942417,0.3419051776904926,0.34195696369488343,0.34185339168610124
75,2.4423037074456495,0.34291440117952143,0.3432892143903354,0.34253958796870654
76,2.4276657120422183,0.3413845925815211,0.34151367333170723,0.3412555118313346
77,2.4334040539921373,0.3416927079735814,0.3417428177909314,0.34164259815623144
78,2.431513424086056,0.34113732586547757,0.34100023566924254,0.3412744160617113
79,2.4348789771220924,0.34148055880310435,0.34104357899872606,0.3419175386074834
80,2.4336096673163987,0.3414933813684677,0.34146886944505345,0.3415178932918825
81,2.4244490812332797,0.3408042799236158,0.341101392229664,0.34050716761756855
82,2.4282069298277595,0.3408966254838417,0.34099185623853573,0.34080139472914645
83,2.4301927489710424,0.3413987771484175,0.3416700455199023,0.34112750877693304
84,2.4243665296410164,0.34066816102422937,0.3408113097206429,0.3405250123278154
85,2.428409513404126,0.3408762244113574,0.3410543996312476,0.34069804919146557
86,2.4227074801523587,0.3398080418175386,0.3398302125107739,0.33978587112430264
87,2.4239669795733705,0.3396758692810603,0.3395887123228622,0.3397630262392575
88,2.428541585437966,0.3404312266649457,0.3405361944379501,0.34032625889194024
89,2.426813859362561,0.3407070659427348,0.3408421560756882,0.3405719758097826
90,2.4206502541136374,0.3397068991737182,0.3397842757597444,0.3396295225876917
91,2.4266703219084524,0.34059839468358016,0.34055531378932247,0.3406414755778396
92,2.421692475090222,0.33955975654573006,0.33939537921479296,0.33972413387666744
93,2.416936138867455,0.3391167229095387,0.33895563897860087,0.3392778068404768
94,2.423144275910251,0.3397352637829561,0.33952658257842,0.3399439449874928
95,2.423761490901135,0.34014000477574957,0.3400484021495868,0.3402316074019111
96,2.4140312258367076,0.3387971824531481,0.3386013934854763,0.3389929714208191
97,2.41858267846069,0.3398041803259803,0.34005857779524834,0.3395497828567122
98,2.415585527706779,0.3388183333405581,0.338605707189111,0.33903095949200596
99,2.417315230691708,0.33859165867966273,0.3381638116719731,0.3390195056873513
